,year,night,frame,channel,path
2191,08,105,140,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/08/105/08_105_140_001_25_R.fits
2192,08,105,143,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/08/105/08_105_143_001_25_R.fits
2193,08,105,002,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/08/105/08_105_002_001_25_B.fits
2194,08,105,127,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/08/105/08_105_127_001_25_B.fits
2195,08,105,129,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/08/105/08_105_129_001_25_B.fits
2196,08,105,131,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/08/105/08_105_131_001_25_B.fits
2197,08,105,140,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/08/105/08_105_140_001_25_B.fits
2198,08,105,143,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/08/105/08_105_143_001_25_B.fits
2199,08,137,106,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/08/137/08_137_106_001_25_R.fits
2200,08,137,108,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/08/137/08_137_108_001_25_R.fits
2201,08,137,110,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/08/137/08_137_110_001_25_R.fits
2202,08,137,106,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/08/137/08_137_106_001_25_B.fits
2203,08,137,108,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/08/137/08_137_108_001_25_B.fits
2204,08,137,110,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/08/137/08_137_110_001_25_B.fits
2205,08,138,038,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/08/138/08_138_038_001_25_R.fits
2206,08,138,041,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/08/138/08_138_041_001_25_R.fits
2207,08,138,038,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/08/138/08_138_038_001_25_B.fits
2208,08,138,041,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/08/138/08_138_041_001_25_B.fits
2209,08,128,034,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/08/128/08_128_034_001_25_R.fits
2210,08,128,037,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/08/128/08_128_037_001_25_R.fits
2211,08,128,034,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/08/128/08_128_034_001_25_B.fits
2212,08,128,037,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/08/128/08_128_037_001_25_B.fits
2213,04,241,004,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/04/241/04_241_004_001_25_R.fits
2214,04,241,011,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/04/241/04_241_011_001_25_R.fits
2215,04,241,011,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/04/241/04_241_011_002_25_R.fits
2216,04,241,004,P,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/04/241/04_241_004_001_25_P.fits
2217,04,241,011,P,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/04/241/04_241_011_001_25_P.fits
2218,04,241,011,P,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/04/241/04_241_011_002_25_P.fits
2219,04,241,004,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/04/241/04_241_004_001_25_B.fits
2220,04,241,011,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/04/241/04_241_011_001_25_B.fits
2221,04,241,011,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/04/241/04_241_011_002_25_B.fits
2222,04,243,003,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/04/243/04_243_003_001_25_R.fits
2223,04,243,003,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/04/243/04_243_003_002_25_R.fits
2224,04,243,003,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/04/243/04_243_003_003_25_R.fits
2225,04,243,003,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/04/243/04_243_003_004_25_R.fits
2226,04,243,003,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/04/243/04_243_003_005_25_R.fits
2227,04,243,003,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/04/243/04_243_003_006_25_R.fits
2228,04,243,003,P,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/04/243/04_243_003_001_25_P.fits
2229,04,243,003,P,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/04/243/04_243_003_002_25_P.fits
2230,04,243,003,P,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/04/243/04_243_003_003_25_P.fits
2231,04,243,003,P,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/04/243/04_243_003_004_25_P.fits
2232,04,243,003,P,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/04/243/04_243_003_005_25_P.fits
2233,04,243,003,P,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/04/243/04_243_003_006_25_P.fits
2234,04,243,003,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/04/243/04_243_003_001_25_B.fits
2235,04,243,003,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/04/243/04_243_003_002_25_B.fits
2236,04,243,003,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/04/243/04_243_003_003_25_B.fits
2237,04,243,003,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/04/243/04_243_003_004_25_B.fits
2238,04,243,003,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/04/243/04_243_003_005_25_B.fits
2239,04,243,003,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/04/243/04_243_003_006_25_B.fits
2240,04,244,003,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/04/244/04_244_003_001_25_R.fits
2241,04,244,003,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/04/244/04_244_003_002_25_R.fits
2242,04,244,003,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/04/244/04_244_003_003_25_R.fits
2243,04,244,003,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/04/244/04_244_003_004_25_R.fits
2244,04,244,003,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/04/244/04_244_003_005_25_R.fits
2245,04,244,003,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/04/244/04_244_003_006_25_R.fits
2246,05,090,001,P,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/090/05_090_001_001_25_P.fits
2247,05,090,004,P,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/090/05_090_004_001_25_P.fits
2248,05,090,007,P,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/090/05_090_007_001_25_P.fits
2249,05,090,010,P,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/090/05_090_010_001_25_P.fits
2250,05,090,001,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/090/05_090_001_001_25_R.fits
2251,05,090,004,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/090/05_090_004_001_25_R.fits
2252,05,090,007,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/090/05_090_007_001_25_R.fits
2253,05,090,010,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/090/05_090_010_001_25_R.fits
2254,05,090,013,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/090/05_090_013_001_25_R.fits
2255,05,090,016,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/090/05_090_016_001_25_R.fits
2256,05,090,019,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/090/05_090_019_001_25_R.fits
2257,05,090,022,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/090/05_090_022_001_25_R.fits
2258,05,090,025,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/090/05_090_025_001_25_R.fits
2259,05,090,028,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/090/05_090_028_001_25_R.fits
2260,05,090,013,P,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/090/05_090_013_001_25_P.fits
2261,05,090,016,P,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/090/05_090_016_001_25_P.fits
2262,05,090,019,P,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/090/05_090_019_001_25_P.fits
2263,05,090,022,P,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/090/05_090_022_001_25_P.fits
2264,05,090,025,P,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/090/05_090_025_001_25_P.fits
2265,05,090,028,P,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/090/05_090_028_001_25_P.fits
2266,05,090,001,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/090/05_090_001_001_25_B.fits
2267,05,090,004,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/090/05_090_004_001_25_B.fits
2268,05,090,007,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/090/05_090_007_001_25_B.fits
2269,05,090,010,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/090/05_090_010_001_25_B.fits
2270,05,090,013,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/090/05_090_013_001_25_B.fits
2271,05,090,016,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/090/05_090_016_001_25_B.fits
2272,05,090,019,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/090/05_090_019_001_25_B.fits
2273,05,090,022,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/090/05_090_022_001_25_B.fits
2274,05,090,025,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/090/05_090_025_001_25_B.fits
2275,05,090,028,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/090/05_090_028_001_25_B.fits
2276,05,088,001,P,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/088/05_088_001_001_25_P.fits
2277,05,088,004,P,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/088/05_088_004_001_25_P.fits
2278,05,088,007,P,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/088/05_088_007_001_25_P.fits
2279,05,088,010,P,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/088/05_088_010_001_25_P.fits
2280,05,088,013,P,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/088/05_088_013_001_25_P.fits
2281,05,088,016,P,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/088/05_088_016_001_25_P.fits
2282,05,088,019,P,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/088/05_088_019_001_25_P.fits
2283,05,088,001,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/088/05_088_001_001_25_R.fits
2284,05,088,004,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/088/05_088_004_001_25_R.fits
2285,05,088,007,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/088/05_088_007_001_25_R.fits
2286,05,088,010,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/088/05_088_010_001_25_R.fits
2287,05,088,013,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/088/05_088_013_001_25_R.fits
2288,05,088,016,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/088/05_088_016_001_25_R.fits
2289,05,088,019,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/088/05_088_019_001_25_R.fits
2290,05,088,001,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/088/05_088_001_001_25_B.fits
2291,05,088,004,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/088/05_088_004_001_25_B.fits
2292,05,088,007,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/088/05_088_007_001_25_B.fits
2293,05,088,010,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/088/05_088_010_001_25_B.fits
2294,05,088,013,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/088/05_088_013_001_25_B.fits
2295,05,088,016,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/088/05_088_016_001_25_B.fits
2296,05,088,019,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/088/05_088_019_001_25_B.fits
2297,05,324,005,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/324/05_324_005_001_25_R.fits
2298,05,324,010,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/324/05_324_010_001_25_R.fits
2299,05,324,015,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/324/05_324_015_001_25_R.fits
2300,05,324,020,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/324/05_324_020_001_25_R.fits
2301,05,324,005,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/324/05_324_005_001_25_B.fits
2302,05,324,010,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/324/05_324_010_001_25_B.fits
2303,05,324,015,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/324/05_324_015_001_25_B.fits
2304,05,324,020,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/324/05_324_020_001_25_B.fits
2305,05,306,005,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/306/05_306_005_001_25_R.fits
2306,05,306,010,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/306/05_306_010_001_25_R.fits
2307,05,306,015,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/306/05_306_015_001_25_R.fits
2308,05,306,020,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/306/05_306_020_001_25_R.fits
2309,05,306,025,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/306/05_306_025_001_25_R.fits
2310,05,306,030,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/306/05_306_030_001_25_R.fits
2311,05,306,035,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/306/05_306_035_001_25_R.fits
2312,05,306,005,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/306/05_306_005_001_25_B.fits
2313,05,306,010,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/306/05_306_010_001_25_B.fits
2314,05,306,015,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/306/05_306_015_001_25_B.fits
2315,05,306,020,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/306/05_306_020_001_25_B.fits
2316,05,306,025,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/306/05_306_025_001_25_B.fits
2317,05,306,030,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/306/05_306_030_001_25_B.fits
2318,05,306,035,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/306/05_306_035_001_25_B.fits
2319,05,279,005,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/279/05_279_005_001_25_R.fits
2320,05,279,010,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/279/05_279_010_001_25_R.fits
2321,05,279,015,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/279/05_279_015_001_25_R.fits
2322,05,279,020,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/279/05_279_020_001_25_R.fits
2323,05,279,025,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/279/05_279_025_001_25_R.fits
2324,05,279,030,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/279/05_279_030_001_25_R.fits
2325,05,279,035,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/279/05_279_035_001_25_R.fits
2326,05,279,005,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/279/05_279_005_001_25_B.fits
2327,05,279,010,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/279/05_279_010_001_25_B.fits
2328,05,279,015,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/279/05_279_015_001_25_B.fits
2329,05,279,020,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/279/05_279_020_001_25_B.fits
2330,05,279,025,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/279/05_279_025_001_25_B.fits
2331,05,279,030,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/279/05_279_030_001_25_B.fits
2332,05,279,035,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/279/05_279_035_001_25_B.fits
2333,05,316,005,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/316/05_316_005_001_25_R.fits
2334,05,316,010,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/316/05_316_010_001_25_R.fits
2335,05,316,015,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/316/05_316_015_001_25_R.fits
2336,05,316,020,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/316/05_316_020_001_25_R.fits
2337,05,316,025,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/316/05_316_025_001_25_R.fits
2338,05,316,030,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/316/05_316_030_001_25_R.fits
2339,05,316,035,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/316/05_316_035_001_25_R.fits
2340,05,316,005,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/316/05_316_005_001_25_B.fits
2341,05,316,010,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/316/05_316_010_001_25_B.fits
2342,05,316,015,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/316/05_316_015_001_25_B.fits
2343,05,316,020,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/316/05_316_020_001_25_B.fits
2344,05,316,025,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/316/05_316_025_001_25_B.fits
2345,05,316,030,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/316/05_316_030_001_25_B.fits
2346,05,316,035,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/316/05_316_035_001_25_B.fits
2347,05,296,005,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/296/05_296_005_001_25_R.fits
2348,05,296,010,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/296/05_296_010_001_25_R.fits
2349,05,296,015,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/296/05_296_015_001_25_R.fits
2350,05,296,020,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/296/05_296_020_001_25_R.fits
2351,05,296,025,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/296/05_296_025_001_25_R.fits
2352,05,296,030,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/296/05_296_030_001_25_R.fits
2353,05,296,035,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/296/05_296_035_001_25_R.fits
2354,05,296,005,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/296/05_296_005_001_25_B.fits
2355,05,296,010,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/296/05_296_010_001_25_B.fits
2356,05,296,015,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/296/05_296_015_001_25_B.fits
2357,05,296,020,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/296/05_296_020_001_25_B.fits
2358,05,296,025,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/296/05_296_025_001_25_B.fits
2359,05,296,030,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/296/05_296_030_001_25_B.fits
2360,05,296,035,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/296/05_296_035_001_25_B.fits
2361,05,336,005,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/336/05_336_005_001_25_R.fits
2362,05,336,010,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/336/05_336_010_001_25_R.fits
2363,05,336,015,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/336/05_336_015_001_25_R.fits
2364,05,336,020,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/336/05_336_020_001_25_R.fits
2365,05,336,025,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/336/05_336_025_001_25_R.fits
2366,05,336,030,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/336/05_336_030_001_25_R.fits
2367,05,336,035,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/336/05_336_035_001_25_R.fits
2368,05,336,005,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/336/05_336_005_001_25_B.fits
2369,05,336,010,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/336/05_336_010_001_25_B.fits
2370,05,336,015,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/336/05_336_015_001_25_B.fits
2371,05,336,020,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/336/05_336_020_001_25_B.fits
2372,05,336,025,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/336/05_336_025_001_25_B.fits
2373,05,336,030,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/336/05_336_030_001_25_B.fits
2374,05,336,035,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/336/05_336_035_001_25_B.fits
2375,05,284,005,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/284/05_284_005_001_25_R.fits
2376,05,284,010,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/284/05_284_010_001_25_R.fits
2377,05,284,015,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/284/05_284_015_001_25_R.fits
2378,05,284,020,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/284/05_284_020_001_25_R.fits
2379,05,284,025,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/284/05_284_025_001_25_R.fits
2380,05,284,030,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/284/05_284_030_001_25_R.fits
2381,05,284,005,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/284/05_284_005_001_25_B.fits
2382,05,284,010,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/284/05_284_010_001_25_B.fits
2383,05,284,015,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/284/05_284_015_001_25_B.fits
2384,05,284,020,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/284/05_284_020_001_25_B.fits
2385,05,284,025,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/284/05_284_025_001_25_B.fits
2386,05,284,030,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/284/05_284_030_001_25_B.fits
2387,05,311,025,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/311/05_311_025_001_25_R.fits
2388,05,311,030,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/311/05_311_030_001_25_R.fits
2389,05,311,035,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/311/05_311_035_001_25_R.fits
2390,05,311,010,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/311/05_311_010_001_25_R.fits
2391,05,311,015,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/311/05_311_015_001_25_R.fits
2392,05,311,020,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/311/05_311_020_001_25_R.fits
2393,05,311,020,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/311/05_311_020_001_25_B.fits
2394,05,311,010,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/311/05_311_010_001_25_B.fits
2395,05,311,015,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/311/05_311_015_001_25_B.fits
2396,05,311,025,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/311/05_311_025_001_25_B.fits
2397,05,311,030,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/311/05_311_030_001_25_B.fits
2398,05,311,035,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/311/05_311_035_001_25_B.fits
2399,05,272,005,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/272/05_272_005_001_25_R.fits
2400,05,272,010,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/272/05_272_010_001_25_R.fits
2401,05,272,020,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/272/05_272_020_001_25_R.fits
2402,05,272,025,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/272/05_272_025_001_25_R.fits
2403,05,272,015,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/272/05_272_015_001_25_R.fits
2404,05,272,030,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/272/05_272_030_001_25_R.fits
2405,05,272,005,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/272/05_272_005_001_25_B.fits
2406,05,272,010,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/272/05_272_010_001_25_B.fits
2407,05,272,020,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/272/05_272_020_001_25_B.fits
2408,05,272,025,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/272/05_272_025_001_25_B.fits
2409,05,272,030,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/272/05_272_030_001_25_B.fits
2410,05,272,015,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/272/05_272_015_001_25_B.fits
2411,05,289,005,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/289/05_289_005_001_25_R.fits
2412,05,289,010,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/289/05_289_010_001_25_R.fits
2413,05,289,015,R,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/289/05_289_015_001_25_R.fits
2414,05,289,005,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/289/05_289_005_001_25_B.fits
2415,05,289,010,B,/project/projectdirs/snfactry/SNIFS_from_deepsky/overscanned/05/289/05_289_010_001_25_B.fits
